Date;26.04.2025;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Date;DateKey;Year;YearQuarter;YearQuarterNumber;Quarter;YearMonth;YearMonthShort;YearMonthNumber;Month;MonthShort;MonthNumber;DayofWeek;DayofWeekShort;DayofWeekNumber;WorkingDay;WorkingDayNumber
17.04.2022;20220417;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Sunday;Sun;1;0;1829
18.04.2022;20220418;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Monday;Mon;2;1;1830
19.04.2022;20220419;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Tuesday;Tue;3;1;1831
20.04.2022;20220420;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Wednesday;Wed;4;1;1832
21.04.2022;20220421;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Thursday;Thu;5;1;1833
22.04.2022;20220422;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Friday;Fri;6;1;1834
23.04.2022;20220423;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Saturday;Sat;7;0;1834
24.04.2022;20220424;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Sunday;Sun;1;0;1834
25.04.2022;20220425;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Monday;Mon;2;1;1835
26.04.2022;20220426;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Tuesday;Tue;3;1;1836
27.04.2022;20220427;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Wednesday;Wed;4;1;1837
28.04.2022;20220428;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Thursday;Thu;5;1;1838
29.04.2022;20220429;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Friday;Fri;6;1;1839
30.04.2022;20220430;2022;Q2-2022;8090;Q2;01.04.2022;01.04.2022;24268;April;Apr;4;Saturday;Sat;7;0;1839
01.05.2022;20220501;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Sunday;Sun;1;0;1839
02.05.2022;20220502;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Monday;Mon;2;1;1840
03.05.2022;20220503;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Tuesday;Tue;3;1;1841
04.05.2022;20220504;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Wednesday;Wed;4;1;1842
05.05.2022;20220505;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Thursday;Thu;5;1;1843
06.05.2022;20220506;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Friday;Fri;6;1;1844
07.05.2022;20220507;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Saturday;Sat;7;0;1844
08.05.2022;20220508;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Sunday;Sun;1;0;1844
09.05.2022;20220509;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Monday;Mon;2;1;1845
10.05.2022;20220510;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Tuesday;Tue;3;1;1846
11.05.2022;20220511;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Wednesday;Wed;4;1;1847
12.05.2022;20220512;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Thursday;Thu;5;1;1848
13.05.2022;20220513;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Friday;Fri;6;1;1849
14.05.2022;20220514;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Saturday;Sat;7;0;1849
15.05.2022;20220515;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Sunday;Sun;1;0;1849
16.05.2022;20220516;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Monday;Mon;2;1;1850
17.05.2022;20220517;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Tuesday;Tue;3;1;1851
18.05.2022;20220518;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Wednesday;Wed;4;1;1852
19.05.2022;20220519;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Thursday;Thu;5;1;1853
20.05.2022;20220520;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Friday;Fri;6;1;1854
21.05.2022;20220521;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Saturday;Sat;7;0;1854
22.05.2022;20220522;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Sunday;Sun;1;0;1854
23.05.2022;20220523;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Monday;Mon;2;1;1855
24.05.2022;20220524;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Tuesday;Tue;3;1;1856
25.05.2022;20220525;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Wednesday;Wed;4;1;1857
26.05.2022;20220526;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Thursday;Thu;5;1;1858
27.05.2022;20220527;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Friday;Fri;6;1;1859
28.05.2022;20220528;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Saturday;Sat;7;0;1859
29.05.2022;20220529;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Sunday;Sun;1;0;1859
30.05.2022;20220530;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Monday;Mon;2;0;1859
31.05.2022;20220531;2022;Q2-2022;8090;Q2;01.05.2022;01.05.2022;24269;May;May;5;Tuesday;Tue;3;1;1860
01.06.2022;20220601;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Wednesday;Wed;4;1;1861
02.06.2022;20220602;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Thursday;Thu;5;1;1862
03.06.2022;20220603;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Friday;Fri;6;1;1863
04.06.2022;20220604;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Saturday;Sat;7;0;1863
05.06.2022;20220605;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Sunday;Sun;1;0;1863
06.06.2022;20220606;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Monday;Mon;2;1;1864
07.06.2022;20220607;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Tuesday;Tue;3;1;1865
08.06.2022;20220608;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Wednesday;Wed;4;1;1866
09.06.2022;20220609;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Thursday;Thu;5;1;1867
10.06.2022;20220610;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Friday;Fri;6;1;1868
11.06.2022;20220611;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Saturday;Sat;7;0;1868
12.06.2022;20220612;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Sunday;Sun;1;0;1868
13.06.2022;20220613;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Monday;Mon;2;1;1869
14.06.2022;20220614;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Tuesday;Tue;3;1;1870
15.06.2022;20220615;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Wednesday;Wed;4;1;1871
16.06.2022;20220616;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Thursday;Thu;5;1;1872
17.06.2022;20220617;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Friday;Fri;6;1;1873
18.06.2022;20220618;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Saturday;Sat;7;0;1873
19.06.2022;20220619;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Sunday;Sun;1;0;1873
20.06.2022;20220620;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Monday;Mon;2;1;1874
21.06.2022;20220621;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Tuesday;Tue;3;1;1875
22.06.2022;20220622;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Wednesday;Wed;4;1;1876
23.06.2022;20220623;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Thursday;Thu;5;1;1877
24.06.2022;20220624;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Friday;Fri;6;1;1878
25.06.2022;20220625;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Saturday;Sat;7;0;1878
26.06.2022;20220626;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Sunday;Sun;1;0;1878
27.06.2022;20220627;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Monday;Mon;2;1;1879
28.06.2022;20220628;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Tuesday;Tue;3;1;1880
29.06.2022;20220629;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Wednesday;Wed;4;1;1881
30.06.2022;20220630;2022;Q2-2022;8090;Q2;01.06.2022;01.06.2022;24270;June;Jun;6;Thursday;Thu;5;1;1882
01.07.2022;20220701;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Friday;Fri;6;1;1883
02.07.2022;20220702;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Saturday;Sat;7;0;1883
03.07.2022;20220703;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Sunday;Sun;1;0;1883
04.07.2022;20220704;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Monday;Mon;2;0;1883
05.07.2022;20220705;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Tuesday;Tue;3;1;1884
06.07.2022;20220706;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Wednesday;Wed;4;1;1885
07.07.2022;20220707;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Thursday;Thu;5;1;1886
08.07.2022;20220708;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Friday;Fri;6;1;1887
09.07.2022;20220709;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Saturday;Sat;7;0;1887
10.07.2022;20220710;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Sunday;Sun;1;0;1887
11.07.2022;20220711;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Monday;Mon;2;1;1888
12.07.2022;20220712;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Tuesday;Tue;3;1;1889
13.07.2022;20220713;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Wednesday;Wed;4;1;1890
14.07.2022;20220714;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Thursday;Thu;5;1;1891
15.07.2022;20220715;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Friday;Fri;6;1;1892
16.07.2022;20220716;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Saturday;Sat;7;0;1892
17.07.2022;20220717;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Sunday;Sun;1;0;1892
18.07.2022;20220718;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Monday;Mon;2;1;1893
19.07.2022;20220719;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Tuesday;Tue;3;1;1894
20.07.2022;20220720;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Wednesday;Wed;4;1;1895
21.07.2022;20220721;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Thursday;Thu;5;1;1896
22.07.2022;20220722;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Friday;Fri;6;1;1897
23.07.2022;20220723;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Saturday;Sat;7;0;1897
24.07.2022;20220724;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Sunday;Sun;1;0;1897
25.07.2022;20220725;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Monday;Mon;2;1;1898
26.07.2022;20220726;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Tuesday;Tue;3;1;1899
27.07.2022;20220727;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Wednesday;Wed;4;1;1900
28.07.2022;20220728;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Thursday;Thu;5;1;1901
29.07.2022;20220729;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Friday;Fri;6;1;1902
30.07.2022;20220730;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Saturday;Sat;7;0;1902
31.07.2022;20220731;2022;Q3-2022;8091;Q3;01.07.2022;01.07.2022;24271;July;Jul;7;Sunday;Sun;1;0;1902
01.08.2022;20220801;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Monday;Mon;2;1;1903
02.08.2022;20220802;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Tuesday;Tue;3;1;1904
03.08.2022;20220803;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Wednesday;Wed;4;1;1905
04.08.2022;20220804;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Thursday;Thu;5;1;1906
05.08.2022;20220805;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Friday;Fri;6;1;1907
06.08.2022;20220806;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Saturday;Sat;7;0;1907
07.08.2022;20220807;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Sunday;Sun;1;0;1907
08.08.2022;20220808;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Monday;Mon;2;1;1908
09.08.2022;20220809;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Tuesday;Tue;3;1;1909
10.08.2022;20220810;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Wednesday;Wed;4;1;1910
11.08.2022;20220811;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Thursday;Thu;5;1;1911
12.08.2022;20220812;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Friday;Fri;6;1;1912
13.08.2022;20220813;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Saturday;Sat;7;0;1912
14.08.2022;20220814;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Sunday;Sun;1;0;1912
15.08.2022;20220815;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Monday;Mon;2;1;1913
16.08.2022;20220816;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Tuesday;Tue;3;1;1914
17.08.2022;20220817;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Wednesday;Wed;4;1;1915
18.08.2022;20220818;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Thursday;Thu;5;1;1916
19.08.2022;20220819;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Friday;Fri;6;1;1917
20.08.2022;20220820;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Saturday;Sat;7;0;1917
21.08.2022;20220821;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Sunday;Sun;1;0;1917
22.08.2022;20220822;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Monday;Mon;2;1;1918
23.08.2022;20220823;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Tuesday;Tue;3;1;1919
24.08.2022;20220824;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Wednesday;Wed;4;1;1920
25.08.2022;20220825;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Thursday;Thu;5;1;1921
26.08.2022;20220826;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Friday;Fri;6;1;1922
27.08.2022;20220827;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Saturday;Sat;7;0;1922
28.08.2022;20220828;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Sunday;Sun;1;0;1922
29.08.2022;20220829;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Monday;Mon;2;1;1923
30.08.2022;20220830;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Tuesday;Tue;3;1;1924
31.08.2022;20220831;2022;Q3-2022;8091;Q3;01.08.2022;01.08.2022;24272;August;Aug;8;Wednesday;Wed;4;1;1925
01.09.2022;20220901;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Thursday;Thu;5;1;1926
02.09.2022;20220902;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Friday;Fri;6;1;1927
03.09.2022;20220903;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Saturday;Sat;7;0;1927
04.09.2022;20220904;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Sunday;Sun;1;0;1927
05.09.2022;20220905;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Monday;Mon;2;0;1927
06.09.2022;20220906;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Tuesday;Tue;3;1;1928
07.09.2022;20220907;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Wednesday;Wed;4;1;1929
08.09.2022;20220908;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Thursday;Thu;5;1;1930
09.09.2022;20220909;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Friday;Fri;6;1;1931
10.09.2022;20220910;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Saturday;Sat;7;0;1931
11.09.2022;20220911;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Sunday;Sun;1;0;1931
12.09.2022;20220912;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Monday;Mon;2;1;1932
13.09.2022;20220913;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Tuesday;Tue;3;1;1933
14.09.2022;20220914;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Wednesday;Wed;4;1;1934
15.09.2022;20220915;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Thursday;Thu;5;1;1935
16.09.2022;20220916;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Friday;Fri;6;1;1936
17.09.2022;20220917;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Saturday;Sat;7;0;1936
18.09.2022;20220918;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Sunday;Sun;1;0;1936
19.09.2022;20220919;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Monday;Mon;2;1;1937
20.09.2022;20220920;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Tuesday;Tue;3;1;1938
21.09.2022;20220921;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Wednesday;Wed;4;1;1939
22.09.2022;20220922;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Thursday;Thu;5;1;1940
23.09.2022;20220923;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Friday;Fri;6;1;1941
24.09.2022;20220924;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Saturday;Sat;7;0;1941
25.09.2022;20220925;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Sunday;Sun;1;0;1941
26.09.2022;20220926;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Monday;Mon;2;1;1942
27.09.2022;20220927;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Tuesday;Tue;3;1;1943
28.09.2022;20220928;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Wednesday;Wed;4;1;1944
29.09.2022;20220929;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Thursday;Thu;5;1;1945
30.09.2022;20220930;2022;Q3-2022;8091;Q3;01.09.2022;01.09.2022;24273;September;Sep;9;Friday;Fri;6;1;1946
01.10.2022;20221001;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Saturday;Sat;7;0;1946
02.10.2022;20221002;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Sunday;Sun;1;0;1946
03.10.2022;20221003;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Monday;Mon;2;1;1947
04.10.2022;20221004;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Tuesday;Tue;3;1;1948
05.10.2022;20221005;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Wednesday;Wed;4;1;1949
06.10.2022;20221006;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Thursday;Thu;5;1;1950
07.10.2022;20221007;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Friday;Fri;6;1;1951
08.10.2022;20221008;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Saturday;Sat;7;0;1951
09.10.2022;20221009;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Sunday;Sun;1;0;1951
10.10.2022;20221010;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Monday;Mon;2;0;1951
11.10.2022;20221011;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Tuesday;Tue;3;1;1952
12.10.2022;20221012;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Wednesday;Wed;4;1;1953
13.10.2022;20221013;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Thursday;Thu;5;1;1954
14.10.2022;20221014;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Friday;Fri;6;1;1955
15.10.2022;20221015;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Saturday;Sat;7;0;1955
16.10.2022;20221016;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Sunday;Sun;1;0;1955
17.10.2022;20221017;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Monday;Mon;2;1;1956
18.10.2022;20221018;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Tuesday;Tue;3;1;1957
19.10.2022;20221019;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Wednesday;Wed;4;1;1958
20.10.2022;20221020;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Thursday;Thu;5;1;1959
21.10.2022;20221021;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Friday;Fri;6;1;1960
22.10.2022;20221022;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Saturday;Sat;7;0;1960
23.10.2022;20221023;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Sunday;Sun;1;0;1960
24.10.2022;20221024;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Monday;Mon;2;1;1961
25.10.2022;20221025;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Tuesday;Tue;3;1;1962
26.10.2022;20221026;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Wednesday;Wed;4;1;1963
27.10.2022;20221027;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Thursday;Thu;5;1;1964
28.10.2022;20221028;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Friday;Fri;6;1;1965
29.10.2022;20221029;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Saturday;Sat;7;0;1965
30.10.2022;20221030;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Sunday;Sun;1;0;1965
31.10.2022;20221031;2022;Q4-2022;8092;Q4;01.10.2022;01.10.2022;24274;October;Oct;10;Monday;Mon;2;1;1966
01.11.2022;20221101;2022;Q4-2022;8092;Q4;01.11.2022;01.11.2022;24275;November;Nov;11;Tuesday;Tue;3;1;1967
02.11.2022;20221102;2022;Q4-2022;8092;Q4;01.11.2022;01.11.2022;24275;November;Nov;11;Wednesday;Wed;4;1;1968
03.11.2022;20221103;2022;Q4-2022;8092;Q4;01.11.2022;01.11.2022;24275;November;Nov;11;Thursday;Thu;5;1;1969
